Image,True Class,Noise,OCR Text,Characters,Words
0000157502.tif,resume,rotation_5,"393 W csmd @reh:  %/271 Pitesburgh #tistci Han fostratuts Inpin Nosote1 . Peeeburob Iaen retaileeey; 7ast T 37 Ptalan . Goa Qualetnc  373222 Metoc Onliry : 44) Jatedlorlut 50 T5 05 {7 7jjor, jelio: {iaitries , Shsdestd Pizesiuryhs` Falnu -Ht Jeeeny Caiuic-nt Etiri tbhtan catholer Ugoc Elr; Teahim fle: C2 Fallones 267 {rotuee05 Patnjloj/ . clialct) Petralegy S4 %ie t &t pnagu Tathec_ Cltled. KserIcan Estareuy_fr tupitle Laa 1n81-1961. 4etet F962 1e9-17e9 Dstngt 147 Elr 7 Satnitc g Ml (lttr 471 857icc. xdu 71f olopists Decter c coustt; 676 3 3 fd 03 Scletee. {224 6x 56  Dnt L 42l Karerin eekit enirciy Hnal Ju-Ita: Mn  Eiei tnot",633,108
0000157502.tif,resume,rotation_10,"393 Ewal# Lldi0lin_ SR 1 E7# 2 "" 7E1 clinica Ma nis ttt 4 # Facal innt B Retrai:d' Ecta Peacd 9f #""ted; LoA- E4 A 74el 9 Cclvo . cantt 2 5l Janl Le 435 Eiete . 96 An"" Telute Sror 338183) Wal Rdid TD 2 Ve Dleeh ! Libat A Mtn Joln 4a7-1248- Dr 7 Lnu  = dieebutod 27 Moal . Renidap, Hajla Aia clael 0o - #F aaan Cn 0403"" Fitna "" Kti az ert . Fetiuna Elalet! Fate 54iete = Ato7 7nitt . "" ataeof Falea EujnLila pedletn 49-1561 . 3 724 717niv eaeia ard # Jn Mny Jletet D buu Aietis ~oecietlolete 56 F 121274 1",503,111
0000157502.tif,resume,brightness,"393 QUARIQWE 4IAE W Caeint @reh; 252/27 1atlo Piteeburgh #ly Nryl 847i%id;t Dottl Jduete TEAMI Hutd Azco Mtant] Eorofine lot-niatt Gercx 10*2181 Uadranuron 1i7-4243 Jatey 4p If-Jroh Atio) 9823495 Cnne Eee Cleuu Kic  de cienG 101952 7Jues= cJcn1e7X Fothn 114x Jnncha uc Dicval Traeen Mizre ""nic,iciebg 'G,ieszo  5e5-1970. 5a #m Jhatn 1 457-19204 Jimcint Oamend Shae cuicni Falnc I3r. Kcerin oe UbiFHM Lad Ttn 42213tauy Tahfna TenFcret Unieci - Picuuu-J B U5i Lts 5Lma Pit  Juzsh_ Mito SceMoVJm 6ein Ntiit:- Carticiceticor Cainic Nlm:o:y Neetcagic inion Fi=Ga TaJiecy, mnmriuuitliez pw Jercr Koeerc; ""cllan 1n5T-1061 Creet Pare €-Mvi: {4 cca LC .ELr Junter Wren tanrec Taray Lur ctu [eticeicn _ FL [ Fn ~univetsttk of  doseursh #tu ANonizt: Decter clett_ Seiaty Fini ZatEo""c; ~xlty for D;riant #aielas Moto  'Geban: Elc-ce Uiersis Rcnt Batmolotlete (?1utc Cii Socict 4-ntatcEe 1 4d"" tlluic En Kilh  CJs#",901,141
0000157502.tif,resume,contrast,"393 ciiabiciiiiC' #Itac W Sishg? 40 Dreh; 952*23 1latkei eburgi Loude Wire rri 0716 Dattq Jduete TEmI riia Azqo Mtao] {;hene Jot?Ciatt ertas Gea Udmron Jue} #i I #23- sage Ccvu Oi- [r;d clng 13.952 Ect Enielca Ectec  T Jyncani G {6.1970 7 6 o= L Oamanl Siaae M Cae Folnc jr. ""r n ~oe Vek Jiead Ia d13ite ~ahioa Fit Macnnr Teiic |_ U D Erilv 3lixia 36 I ouzst_ KitW Pahalal_Uderta / Net: Crhiticelic Aifir Nu: Natc ogic nion Fi =Gi '23JC' Wuit: A yirc; 5 Pgr  €-Mvi: *4 acc a PiLmc ic TEET Juntor Wder Luaec"" cceicn_ Cun Dt} Wstureh, #utlu NTNoni:; Decter cun Xtc xity fcr tbr Fciea Moict '08541: ic-ce tria RAIN Batmjolcta (uc Ci Scio 4fna.67 1 4d J'",650,125
0000157511.tif,resume,original,"487 robblazy 4eyalie LEcch: Rc7ari FolutJ Xacey MiEEc: Sapeerber HaarA4d7e#Je ciaruield DithP44c5 Jane Lueeetr 19081 _ LL neato5i Gr Eetui Daotians JEAluci, HIIIUT Chalacan Aaaecon Caca Tcrhend @lvertiey RnntyWnnie mI.0t (113} 3u-1-0J5G ELlade leni 19104 . HLaeprir 23-6801 0 BAAAAICE Tneetntt Iplde70 04 07n82n1bipt Delenn Jneirnrrnci cnede-a Jetet Unyird EE1 Kclablae VAELEA Frigikrly Fin; nateal leceice 3olunie l geraticu 71Ej4*1114 Nanatic frann-LHU FnnD Acjo: #C0L3-241 320914210[ 109[Y4fai Ana lylr Eealy CEETOX Lela4 ELl TTJEt7; FiELtOr UE_CheCi nzicm4 Lraraen DaEEal dlea[enzton eElelDS mjor Riz AAaniou  Gottac Iat 17120115 BLzeb defdors Luomencar Tollutien IabuL Lenah JhCorelean blolcti efator gin0c1031 90702697. blofn BeeLor] Jolhr atoleiel Eete BalotaL Panrnnin ch cgelaeeene CLIEELA 051571 JalLZE edce 0l64. WLd 4D3 Ln7ilid L 0o7167,41n921 Eln Cinu aele- 73042a Junell_ torzia. EEqQpn C-llene taur 5025'24ultel_ O4 Jaik-les chealall 1 eachatu-fes 3D:z DANEEnty FrJt4n15 Jf )(aty dtrren Jradu- BELIT RTYELcj [ oaeanlt' caNEUcat Pilci, Jane_1ats Todi 4984 UhIsa 1u _ 10j6-1192 L1p2hyulc1l 2hel4E57 Dcor ELescllplot EEorEGoahtlui 3 Ep4 1ea, Weed Jpailon  Upp) muulell @7lott JOtCn CheEAI Locledy PEHEEIGA0 Micelatien '4v4f_57aE Jelctet (AU4S ZAlloi] Het Tork A ACIrCr1 ECFIDGTEDAIA hcugen Josiaty quahl7T rilccc odusnriduata 370l2ESy dilverl%y Du aa= daa Dalverilt}. FTOteEcA Eicere' Drcnt: cotan Zant setlaclca; U7 KtiOd CGidea 024 9 RWandy[yinid, Tujdr]cni Idu1c41 12t4 ALj41t . 1971. Sentenbar 1975- JLc  1 W",1524,213
0000157511.tif,resume,gaussian_noise,"Tobbllry LegJelie Ikatch: RIchard Foluta Gar Wickey Ulteh jEn: {epee]Der  20, 1913 crasek DtP14E5 7ca Wlan Ftetestnt 19081 _ Lel neatoiti brl Eeeu Daetans JEEfdci HIIItT ICl childa-to Tl Aaacon Caca ""brhen- mlverriez o  Rrndtyiyanl"" KInt (113} 3u-4-0SG FEn eladeloni 19104- CHCAEc1: (2151 441-6801 Baaaatct Tneetntt Iplde7i0 09i4[ 074082n10ipt DElenn ron_enEil cecden y aett Inyirc Ce1 Mriabla 154 vazicu Lin LOm) Ar+Ioo*trly e4n; Datea] Teleceace tolugie l geratloi 74EJ4t1114) 7anabie Rethinv RrN Aojlan: 4C0l34-241 1203142i01[ 1o4[Y4i4, anaiyur Liebly CeFplex Lele4 ELL TTJET; Zat_Eltor1 UEA_CheCi 03180271-52 azne DEELL ale-[enztor eelaloz mior Riz Gilictioet Fttac Tatyi9 7Izu115 417541n 024 BLze delecc) EViccmencar Tollutien DaEL Lennah RCOCclean Biolcti etator gtneclosi 4io blobn BeheLDr] Joietuhr aloleiel et= Eoloe 4an nacer0 [ ch arelaeeene clleeirAr 051371 121443L210 eeu ALDA MAACADS Lo7alid eL Goreyrnoa Cl Fenu Junerll_ LoSmin EEcALen Cclleae taul a 52252 uullre_ oreat LiL_1e5 chelaLC 1 echatu-fes 41AE DeNnty [Jt4n15 JEt (aty O.*21 mri3u4ze EEEI RTYEc l oaeunaarC caecil P7rci, JAjelals Tcd 49164 LIitTMlar 11- 1576-119e, Gd.o LI92hy  E1l 2l1E5y_ aicor ELEsci_plot EorESahtieli Mac Ipu 1e , Waied Inalon FPRA 31otunieal) 2rulond' InntGan OELL Eoclery AI1can Micclatlen J '4vAnID7EAE Jelter Mus {L1o-} %el= Tory 42294 ACIrCr1 LEVITGrE+D 1 hcjgen Jociaty . qu7hlnT Frice L5E ucuzariduat? 370l42sy HacdGT Ta aa= Wdaea Dulverilc}  Stnte1iegh 22ieze' Dirant: Corar aant {utlaelcn Yctfod Gonde_ 024 82 #rant{[Yanine Tijrlcaa Tramicil 1t4 LLlnit, 1471 . Sentenbur 1e7l5 1 Mitu Lthl",1592,229
0000157511.tif,resume,salt_pepper,"487 HHf*ey BoltJ Kwey Aad7eya catici git 'te5t; Tineeesyr 79o81 heatoy EET _ Juullsin Hiif7 chilerar AbArC caeiL Enlvarai7 FnnttLnl 6is 3u-1-42 Rilde mt, 1913 Lprir - 115i ? 476801 neulzzi 191do7s idion- #ATOnEBnt1E 8014467_ ""n aittr cnbintteeie1l *zlbl ""dLitar Lte *4 #nledtrR n}nee4 acEiatEaloicil ""hacici F1Ej4t111= 5ana1c [4ann-Du 4i7 caliat ; 372244eur Jelya1r aaiyilo6 Eaaly cenlox Fialaifi AAti_elttan iihhici?,6d209lo Tzae Jles[enztoi aEfal 24io5. hLEL 1 Hetiaqe Gatctc Eib. LuccmaencIl tolludist Ieb  ZitiiLo c hefat F6= OiGen 3 Broir ~Bhhielof ( toranr.hi0lenterl 2l A Lur Gacer2 + 1 8074034d Clleiiar 3826644 valid itni 1n74l1d Cl ione uinor 338 13734n Lptzote Gullaibul Eiabio Litii Jeilcles chelall ] Dstiifl_iEiilz ir*fat4 Doiti Adut 07t thlt re  E421F1= 797e1aly 34t Gft?) 0 Lolitl.7J Efazhyuizul 2he 44E5} IAEcllOlo- 74n743: 3tES  niietn Act t: Fulol  FC4gu Josiad. Sridudta ror rJlty 1 24D Lapnetr JanLi; ;",923,139
0000157511.tif,resume,gaussian_blur,1,1,1
0000157511.tif,resume,motion_blur,,0,0
0000157511.tif,resume,rotation_5,"IbELAD 1203 Warl 4y Wzoltal Septetour % 928 . BlESE Win Larah I9land Mate; WaFe Uctar] c954814 Ade Adrl r5or: Ecatui Tvrra , Fec hedtorl Jutlule 315 5r8 Ualel, Henen G51 24j-6001 EtzLmA Kannt #7 Fiiladaionit, 02952 0c447 baevein Cenan Je T1o1on-16107"" Vaflcoi La [erU 72396652 Idoenlaa 34.007 Eeid-Erio5"" 3752 73 Cecaeni #ioleglt Letcrlt Liplalictl Pareat Jonbelgt! Coroidot GAtL Ea250521 6101e91e 1 Eitlt Eeld Dollutien 454 Iinn 4524878 08 F6144n Cece Thn Lloen Eda7alaetne 6cal 8on*enytdt vale AElly _ Erieli # JEleIEA chalalni EatteGllel8 191l-1935 _ Onel5aLul= 0u= 743 DiLtN rjiE (43.) (054 04 Lopryujeu} ehrlJtsa 334 60 2l7e Eer @ 9Annteditll"" 47344 Dtic E 1}7 X, # Tpllo = Ieti 'avanstnese 24Eet ar jeicnueti arel 85,- tr *ia 0 06147c4 Ein Joalay - Tufiet= 558 Ualver""l%y LmEE EELA 267. Iuutea4l {eaelat Lex. Karcon Ki Zeonn 1ctl FiEaA Joniie Iborin 02 6a 45 1975. 171 . 1 La 4_ deuul Enlces Tarit Iel-pier 0 arulty Leral AnrualarEa[ Ricelelt Tineeriler elytorzhle Aa Nauly Malyala eululaal 47ne ieeiel {0t2ine1erh avirenaeaea [ eturt aalaation 04 215 Rablt ErLE aielli eleaLar Gi' eenirern LonLiat Eezua 009l4l Tnttn Jnudeny otiale Kteelutlan Entineeall muled Oeler Mli puntEres (et Taliet Duge L Fnala EEA' Teltar eap Lanear,",1233,200
0000157511.tif,resume,rotation_10,"487 3017 Jaae use 24ed' m. Mskey Adtl # (1191 1115] 0c' _ torak: CCElon- AeaC Jeteleelead Lcalena che= 1ri Jotorte EAL- Llele C 47 LbE"" Bolen Trill= Con] ' 40to ErSI Ecor 1ed4 4,# Slte ele4Y"" 0J H Aobialt"" 4LeE/ LELLE Dael 41 521 Ja7da Nrin Wil #ettr adl 75 Mzetla_ 4 Zoe LL@ Ann Ehlls 5ed. Hcali ck EW Werri Tia E4' Dai . 2 Tentntam . L Aj-atpl aldbue = Lr Elmnet Daubo Teretnerant Tenbaly iiria Eere A Dateatl eneu[ta [ Vafe1er RianL, Eciea-nel I elt R5 Ftaneit Eltin Riii Tels Celaterala: Erunh nnnz Laaly rel 0021e4004, Cte anaatele Ilaatlotaer Ft ILfl Arenoller Ae[7uz  nvntntal Efe Aet[ ier Gelaleal Ctrelaiol enlel-ttlortl aerrulent- 402f4el4 53 Dua= Gleneien elation oea Eta oientnt Ell eatuetlea bloin eton Mectt RalelLar Caideieae Ella eiort Rare Lereecg eeetteltnsot ~uen Ea Il Aeelda Eecnelt 1406 ""2 Kdnl 4257' 3. ai 1Jl-1ar; 044 3aa Peodt4ta Galla JWee 00. enlue5. Ea 25 elaettulc4l a 40 t Metad 52 7lt Eelanar LC2L decrer Jareu Mnealolet . D {Opalt Tnrat Ruth 4t4n Ire. m Ealreintl elaElaa Tletu4nt EELa rie, E mqulel eta Cid64i Jal Ruricun 6922{410 M lenfn 347205 Pret Dart4laeo Golete Eeen  TRE Etran. ini Jhaele0. R2le I Ftaneeuaa Lmaeal Aenn"" aa 'n Taea",1171,207
0000157511.tif,resume,brightness,"487 Trbelasy 1217 Ulooreliez Leccn: Adari frey FLcAaT Cadna 42Y Denz Lepeeber cieaffie18 Dith Pa,E5 uan FueEescr 19363 Telint Jeitcii ariE Eecui Daotiane Lilalci HCIIOT childan Aaarcon cacale Ttmhen: @lvereie Rnnttne Ini (111 3u-}-4j5G E7Aladeie 19104 - 1 243-6801 =u BAAAAICt Tneetntt; Tpide 404*1.4[ 27418 2012ipra DXELen Cronrenoi CoedeAa4 Jeiet UavirceAE1) KaciAbiao VAELEI LOm) Dngierle JatEA] Teleclice rolugieil geretlca' Zncaytilu: 7onaele 1o8y7tnimu acalor 1C013224- a29100100[ 109[Y4u, Ana jysl e Eealy delox Holanie [ Tyaloe, EAti_cltion1 i_chcci nzicm Uearne aEEi_ dlea[eazton eee P Wior RIZ Taauaniou Gutcac TatG3712014 bL_ Jelroc) LuiECmencT_ Tollutien IaLE Healn Jhoccliea colcti orator gineclGsi 46702097' bio_) DALDE ] IDeqnt atoleiel Eei= 431331L TEnricrcn che eagelaeene ELEE4TAR 05i77 alLZLE cde ALDIT Mld 101 Lotilid 9cAL 0o716742n921 F CLJun #ae- Hotcn 43012n GAAA1l Lorzmi> _ EE4gpn C-lle7e taurl a 50252uultreki_ Oiat Jailcles chelaL  EAEhatu.fe 7DAE MALNIEAiY 00ien1e O Rr- EEEIT CTVELCJ[ caeatat caNLI Fyici 1a7 1a7s 32i8a iea 1776-4191 Llp2hyulcil 2kel4e5 _ Dcor ELeecilolot; EcadFI joqtlei Mt Lpu 1e, Wiid Jnaliton Upp] 717tu9 E34! Leu_nebloud IOIGr CnnEA Loclely AEEICA0 Micclatier '2v4f-57e3E Jeintea (LUS ?Al1dI)] 46= AiT ACiriCr1 LCFICGCCDAIA Acjgen Jociat"" quahlnz Telccc Ocd_nc_juaga 370n4-Lsy uilverbtyy Dueia= EDAEA Dalveric}. FTnt-TEc EZCeee' UapiocE, urtnt: Cozar Zart sutlaclc  Un StFot OGide Olvtr,igy 92 ~Wandyiyanidr Tijgr] 9i Uetin Ca ALjJt . 1471. Sententar -1975- 1 oo Lh",1516,214
0000157511.tif,resume,contrast,"487 Trbelary 12nlie Ji: RCO S Hkey FLcaT cadne Ldy 0ihEt0: Lepeeber cea2f018 Dith PCN; Iuan Lutiriscr 19261 Teiintn Jirciyi Gr auui Dacilone Lialci HCIIA chilan Atarcon cacolo @lverjie Jpnt %70e Htmhent MIni Su-12SC [Eneladeleni4 191C4 EDrir) 4J-G801 ~a LTaI BAAAICt Tneetntt; [pide 404in[ {741882ipt OELen Croccrnc ToeElcA4 af7et WaviroE1_ #afiAblto VAELDI LOm Fcicierly Fin; JE4] 318ce31 7olugieil geretlcm Incaytiil#: 7ontele 1837nt-im 0-32241 72J0160104 109[Y4f4, AnJAYILT Fealy dlx HolaiEL[ Tyaloe, eati_rltior1 Eich_cia nzicml Oeaens AaEEi_ Olea[eazion #Ele-pS Wior RZ TruAiou TatG3 712014 6L4_ Jelecc) Luiccmencu_ Tollutien IaDILE Lend JhCOEcl colcti erator Janoc-Cs. 4870237y. DD-B BCuCI] IDt atoleiil 43137- Tnricrcn agelaeens LLe1aa 05177 LiLC J GAAC BGI_ Lo7ili:e I'L <o716741n871 A ELJue Cel_ 'dc 13032 90jR11] Lorzmi _ Zi4cen C-lle7e *au! 5022 ol_ C7t latlles Chelanny echueles 4D:E iITGY 00i71e 0 Rra BCet ~JVELCJ[ 0ueav CSNILLI] Fcs 1aj _1a7y 323*4 RUICt 1776-491 Llpznyulcil 264E5T_ Dicoc ELeciolct; EcLDE' joutuli 3Tr EpA 1el, Wiid Joalon U?p] 317t49J E74! La neboud IOTr CAIZ EL Locrcdya TIEICRD Micelatiet 'vfEZE?E Jeintee MAlido)] 47 F AeicfCri LCFifGrctd t Acjgen Jociay AaheJimz Tilcrc DCd_Jr jute Conee EaD} Dudi4= Dnda Dalveriic}e STnt-TEcL_ BACDEd uritno: Cozar Sart sCllSElc  KGtFot Ogide  32 u7rov4niar 7unyo] 9a Uin Ca A5i1t . 1471, Sanenrar_ 1975 1 Lanh Eri 0n -",1391,206
0000157526.tif,resume,original,"TETGL CMIe Siche YILTa1 ILILIA JEVICZ SFan [76?e-ETap Fc Rainn sch Xvcoie (751-726-703 SeaEeiz. Kaahinagun axan cutarrvu JTAE BEELIDGE Beaeerear Taic Jetg€ Larad MAerelG Hicbican ""LIC l1c-cilec Uolverj_Dy Hicel-an HedLcr Serco_ 1J-1956 Fnfentaha c-BTedi S4cea EEAAiuk CLl4>a Ecnanei Zn DTI1 HealfA 809840 Taagigut? [aychonn:Lt PsyctiarLc Rebtarch and T410107 ""Lelutl IOEALELL 054 *eJlad Lynbce Dcals 7 /ehieey= Taainad Eaelfn hralen Roonecatiye FUeC Dijudi Clet Jeltl Seriee uzumi Zelcn Helfeil Cantor 2970-17 [976-74 JSci ST4B= 4ich Aticl CanteC Eci1d a: LbTIA Baxcinery Hontre PIOFESIOUI SCCLZTIES; Cddaa JDEESLGGZ LeahinLJu SLEC Psau GcaAL Force Fitionjl Mtulti [CGLrzEs# Cbuaey Zedlea - Se_Lel"" 41Eofrile Wi_cac"" Vochanecalart Andz Aaele Ceirn CSh Hancn Heacn Gnnt CEO Cheilun ALechoL 49ll 1770-81 1362-U 041 Leleza WosbinzEOE 5i3ie ""41cL {9+4soc taeten Lateloiqlt_ Yediefuc icetEir Lane r fuEut WReic It Wectorery 1975-71 AAYC 1973-#L teeatc- LCF TeglaEC ! Ledeay 0il6ic-l #rpc64 Preaiden Ino_ic HotseT7 Memzead Prrrat97_ Facfaet CL1n1cr EPacia al 5Jno5e[ {Fallot] 1 640 Fantt1 Teilcr",1089,154
0000157526.tif,resume,gaussian_noise,"FEc CMie YITAL IL3lD MDvTCE FFal 57?RRAETrE ceT Bn Xyrcui (751-126-7030 Vashtng Ev0 amnan -uIRLrI T4E BIALDGU gepgereer Taic Jerea Laled VelyeriLc Hicuican Aig-lecilon Uolverj_D Micalien HedLell Selco_ Dbl-1y InteAhan I7Jc-BTEdi Scea EeAAnier Chiaa Ehctne Zd Doiau 054 Hadi Aa CGci Ieagigug? [arcuonom aod Rrrta-Ic R2btarch 4nd Tniit ""Lelaal Tobeleni 054 *J[an Iatrur picals {cher~ 87904r7# C Htale Caonecatiye FUEC Glet Kental Jalel Servie ucom Eeliei Cnto Aynd [916-74 Aospith S7AE= Jrqup 4uich V1 EEine Ans lotita aydi lry Zure TONS;ICILI scrztIS Ldaa JEGSAGGZ LLeEII &aEC Eedsan Reant Tzc { Borct Ficionjf Mttlte [ngez#ES"" Cbualy Uedical Se_lel"" AlEcrtile Dticac0 #nahanalnnt Aad1 Faete Coeetrnt Cehn Hancu Heri @et= Clcns Cheiun ALeohel 4iJ 0uz 764a 1;7+-81 1u-8 071 CelezaLe WashinzcOE Stade "" 1fctl petelciqait_ Yedifuc Lin Ex FUEIJt LCudliz 3ins ectoer 1975-77 atYC Riln - 2975-81 , teenedcSecr Acyit 76[3 Nedeey C1e-cil Rrprjc Peceiden Inro_i IPSZTT Rozbn Prerretaone_ 80ci3 LL1c-cr Epiciannil JJdOSzC {Fillor] I 40e Caatur #ofgroc Ieeten",1047,156
0000157526.tif,resume,salt_pepper,"Ohii.540= 3064a iuca0n _ Maerei dicbican J14 2-[>0 Uoliierj_GY Inco oF Rajs-Brede: 3df8 -E*ae4tu8 #ChIzi Elcnai R AJ9F1e1.25"" Hea A 0ar chotr:L Jo Usehitei and"" Tra 34u4 A4lalet Ten4 Sizr F1loal Gbtini {ctattegi_ Ser dea DiL 324Ee Mdsnt GelaL YOEce Aeomf"" Iet CudE; Irdlzi- Se_u -tcer Vochar Reai Hedl Elis   Aaoi Fto_ 'Craun_ 43 IIUSEE beleiata 1utt c[ Arelo 42ts Mdiis; fuevs ceS etotery CACF 3t0 Aigf #ai icec/ Ledaey 84 prprp6 Momzhd fr i {568fa EIiclez 64 Epi6s  Tuite ""icl4en Jedte Uien 0 44 Cce Ldatln",508,87
0000157526.tif,resume,gaussian_blur,I,1,1
0000157526.tif,resume,motion_blur,,0,0
0000157526.tif,resume,rotation_5,"661 CoL Mcls TOTH[CE 1u17 {070 TINTi 3aro B0a""7 (nesraCItr GEee (316} -926-70$0 i 97n03 Teteie. Vaahine [ O0 BULIDUn At Hleay Hiahinan Earale W-ecGLC Hadteel 64L0a Hienlten Eelverjt Eitaeg eellgeiec Care 1E-uredeaes Ddice! 53 [lelcute Iaceeaahap Aza924 L2 4nd Trainite 6ey CeRlc cunite LorTTrul Hadelt sJld4 - Kabieh Kele IGruho ercheE Meanil IAltl Przeeice Fobet 1976-74 Coreca5ivs ClS 0970-/7, KL HcrrAL Str71 EE 1a Mlc ctina 0a76il4tr; Knic urak 8r4ue J BTDEISSICHUAL BOCIEEIES: cale J2l2 St4e Yadizal Jetfely Fatee-e Elontot Deieracu Tjd k Vorce Gai 'congeer# 191_76 LSJEE Yadi, #LaGiot Reet' 0n, 187t-at ""ieal #a30t %eien Veacal AleaheL 4a Du F Weghinatoe 56a60 cheintuta BeleE E 41 1978-84 Hoiete Fayehesuaetia Meduel i91e-7T. Flie Lradu 910.G288 Eyecueive 7498 Pretidens Jo7o-i4: 01S- Vece dldtel Mene J6u. FLe t= ""trainant 1978= Glcicr] Eparisent4l Lelaet 1 ructt CULAEcuLDA Faade Dadetene Walaette lehana Teet€ Ertio , Cilch Lc-Ltiou Katale Hroelatti Aleatr4a MidrLeer cral ta Jlra Eeea DretnL Aaeleca ~iiL# Goudc[ Gceli-ns (el Eneaie Oeln",1048,160
0000157526.tif,resume,rotation_10,"661 OME Btibtc UL 1 Micettn Itee Eineat Ce 6a ? Gente Veu Cai AaLe ClEn4 526 Eed _ 66ka 72 4nacol 3e4l 6t [915-77 . 37} Ta Lelecc ein = Vegil V eatc Jce Mtt tat E- 474E Ft 0756-176-7032 ueE 2 ano: Caahte[e Je. @olldaatnn WrAL CPAAELD' 0d 2404L. Atons Fettaat Eril] 82ten& atlnea Lat_ Cn1t uoirotaln Lelete ettinlta teledalot _ 34 4ulal leataal dnrch reie 7t-+14854 Lcortaade E4aid . Data Tienl 1542-170 Eet4 Tactr eate[Cd Flaa Jaodt_ Tevot crebotutbt A Fental Jeralloett Fmd [ oio 74 FEaee4t 07-= ""eetacaa Ctfen Een 042a j FfA Pr Lary Aa-ic EAeh Caorina ae1a AEDI arolfroal Aitit Weet 3t a24 E4 Jer Cotiiee aieal CUtALEA Ca[eeea Iatia Eel'4 WeLtt Leline L4ra 720174 [ Aial D) 177eean #. TeNe @cleld Lat ceneli ~hara- YL 4l dn aetl heenem Eleat= DNIc_ Cainun 07*-n TL# DL cttad Hncn It '97t Tte tar Areaider ~Cedae ateeJelt litt Wialle] 47el Iealins Etla Lat Ld07122nt4] Eidot 70[4t0r1 Eaie] I",892,162
0000157526.tif,resume,brightness,"TETMIC CMTIe 5iche VzTT 1_ ILZILI JEVTCZ Habt [76??R ET3p Fct (751-726-701 Sel WashIng tv0 a4na cutarzuII #TAE BIALdGXn jopjezect [4sn1_C Jeter Lard MclG Hiclican Jle-ecilec Uaverj_cY  Healsan tlej[cel Gekco Trtotahan 3dle"" EESinuk GkizJ Yionaei Zo DIII haa E' CSf Teagigug? [0ygmonu Lt Dstietic Reratcn Jnd T{4101F ""Lelutl IaCLIL 0iJ.437n_ Dicas Aiete htiln tonecatiuc FUC C1er Tenlar1JEi. 50rj1ee Hedfoil Cantar Ctdoit Le4 JSei 6736= 4ich Un1 Canft Ei468 _; lotat Eaycilry donace FiOF:SIORLI SCCLZICES  Gdaa J5Csh67 LahinLJu SLLEC Psan Gea Force Ficioijl Itulti [CGerzEs# CaudEy ~rdice_ Scflely KlEcirie We_tCAc"" Se-0ry , Fnde 1 Enata Crn 1n] ~-Tr Hncn Healco Golen tns Cuaun A-chol 494a 1771-81 iz62-U 072L2lea Veshinztor 3i3i ""410iL i9ig oci82i05 Yeditdr Giculc Lc- Jl FEiva Reic ctaery 1975- KAtYC 195-#L Wteetetc- eCC Fagiinate | Ac_deay 0116-411 Arpr J6 PEeien Inro_ic LDSCTi eien Prrdett 17r 50c103 C101er Epariatn al 3ino;ec {Zallor]  ehieit 62 61jm T",960,146
0000157526.tif,resume,contrast,"DETMCI COI 00"" Vttt _ IlzLI ;EVICZ SFa-e F? 36t (751-726-701 {eli CutaeiuII AI Li F4sj c M MMtre H1cLi;an Jf--cciicc uclve,-3 4uall tlej[cer 5 Eco 161-147 Eniaiub 36144a ~dtadi 34 D a _' CSci Teacigug? [1ygiongu L{ TrtaEti@ JerI4cn ^00 I410iTF ""elutl Dtel Velle egnane CeaaCr hrai Ronecrin FC Laici enla_1Ale: 501j1c Uig 44lei  Cno Crd 36z 57467 4ich U1 45i464 Ov Clerata aeilry dontce FROF SICRLI {CC ZEZESS Cdi] 454ih0g7 Kesh alJe SLc( Pa G44 rorce FIcioiJl Mtulti [Ccet7ES"" Cude ~rdico- eflely 6tIric cZacv CBR Cicc 19]7-Tr Chaeatan Tchal 444 1;71- 172-8~ L2lea WesminaLj 33 ""4104 ;izoc% yebetlilL= Xi-[ Keni WL-Ev Ueic 76 rndA KAC 0-L Mteatdtc IeF C'466 7a6:10se- 1 A_deay 06ii Rcpr 362 Joie Ino- LaicTa Teifn CaCoeeedtr 1 IJci 2i1cicr Ipariaca1 3Jnj; C {allor] I 1te 67 6m 3c",780,134
0000247867.tif,resume,original,"CIGARETTE BRAND IMAGE STUDY PROFOSAL PREPARED FOR BROWN & WILLIAMSON TOBACCO CORPORATION Louisville, Kentucky PREPARED BY NATIONAL ANALYSTS Division ot Booz Allen Hamliton Inc_ Philadelphia, Pennsylvania AUCUST 1882 1",217,29
0000247867.tif,resume,gaussian_noise,"CIGARETTE BRAND IMAGE STUDY PROFOSAL PREPARED FOR BROWN & WILLIAMSON TOBACCO CORPORATION Louisville, Kentucky PREPARED BY NATIONAL ANALYSTS Division ot Booz Allen & Hamliton Inc _ Phitadelphia, Pennsylvania AUCUST 1882 1",220,31
0000247867.tif,resume,salt_pepper,"CIGARETTE BRAND MMAGE STUDY ApROFosAL EREPARED FoR"" BRQWN & WiliamSoN TQBACCO CORPORATION Louisyille; Kentucky? PREPARED BY- NATIONAL ANALYSTS_ Divijion %f Booz Altej & Hjainllteni"" Inc_ Philadelphii, Perinsylvania AUCtst: *082;_ 1",231,30
